Order_Number,Sales_Date,Sales_Channel,Currency,Sales_Team_ID,Store_ID,Product_ID,Order_Qty,Unit_Price,Unit_Cost,Sales,Costs,Profits
SO294,2/4/20,In-Store,USD,25,213,21,8,334.67,239.05,2677.32,1912.37,764.95
SO295,5/29/20,In-Store,USD,2,225,38,8,517.08,369.35,4136.67,2954.76,1181.91
SO296,1/21/20,Online,USD,7,64,22,7,327.32,233.80,2291.26,1636.61,654.65
SO297,1/14/20,Wholesale,USD,20,74,39,1,168.56,120.40,168.56,120.40,48.16
SO298,5/22/20,In-Store,USD,26,341,29,8,292.68,209.05,2341.41,1672.44,668.97
SO299,3/15/20,Distributor,USD,8,190,42,1,569.78,406.99,569.78,406.99,162.80
SO300,5/24/20,Wholesale,USD,26,318,31,4,514.27,367.34,2057.08,1469.34,587.74
SO301,5/9/20,Wholesale,USD,18,56,10,8,200.82,143.45,1606.59,1147.56,459.02
SO302,2/6/20,Online,USD,4,88,42,4,545.83,389.88,2183.30,1559.50,623.80
SO303,1/3/20,Wholesale,USD,11,123,44,4,388.76,277.69,1555.04,1110.74,444.30
SO304,2/19/20,Wholesale,USD,1,157,4,5,449.32,320.94,2246.59,1604.71,641.88
SO305,1/26/20,Distributor,USD,10,260,27,4,341.00,243.57,1364.00,974.29,389.72
SO306,2/13/20,Wholesale,USD,20,44,6,6,414.57,296.12,2487.40,1776.71,710.69
SO307,1/25/20,Wholesale,USD,11,113,23,6,540.97,386.41,3245.80,2318.43,927.37
SO308,2/5/20,Online,USD,11,338,40,3,341.66,244.04,1024.98,732.13,292.85
SO309,4/4/20,In-Store,USD,10,85,8,1,243.34,173.81,243.34,173.81,69.53
SO310,4/1/20,Wholesale,USD,21,288,42,4,591.72,422.66,2366.87,1690.62,676.25
SO311,3/9/20,Wholesale,USD,20,311,43,1,482.26,344.47,482.26,344.47,137.79
SO312,5/25/20,Distributor,USD,14,346,35,5,226.79,161.99,1133.96,809.97,323.99
SO313,5/28/20,Online,USD,23,185,13,6,584.15,417.25,3504.89,2503.49,1001.40
SO314,1/31/20,In-Store,USD,18,78,29,7,206.92,147.80,1448.43,1034.59,413.84
SO315,5/12/20,In-Store,USD,25,34,44,1,350.03,250.02,350.03,250.02,100.01
SO316,2/15/20,In-Store,USD,14,323,19,1,600.61,429.01,600.61,429.01,171.60
SO317,2/27/20,Distributor,USD,6,338,19,6,157.56,112.54,945.34,675.24,270.10
SO318,5/31/20,Online,USD,25,190,1,8,529.34,378.10,4234.70,3024.78,1209.91
SO319,4/23/20,In-Store,USD,15,275,20,8,376.09,268.64,3008.73,2149.09,859.64
SO320,1/19/20,Online,USD,18,158,45,8,172.73,123.38,1381.85,987.04,394.81
SO321,4/27/20,Distributor,USD,2,350,39,1,611.54,436.81,611.54,436.81,174.73
SO322,3/8/20,Wholesale,USD,20,224,36,10,278.61,199.01,2786.15,1990.10,796.04
SO323,4/29/20,Online,USD,4,59,27,10,424.83,303.45,4248.28,3034.49,1213.80
SO324,1/21/20,In-Store,USD,5,136,34,3,258.06,184.33,774.18,552.99,221.20
SO325,4/6/20,Wholesale,USD,9,309,6,1,287.18,205.13,287.18,205.13,82.05
SO326,3/4/20,Online,USD,24,26,11,7,580.07,414.34,4060.52,2900.37,1160.15
SO327,3/2/20,Online,USD,12,238,6,1,157.58,112.56,157.58,112.56,45.02
SO328,5/11/20,Wholesale,USD,8,206,11,9,275.64,196.88,2480.74,1771.96,708.78
SO329,5/20/20,In-Store,USD,24,206,15,6,207.17,147.98,1243.02,887.87,355.15
SO330,2/26/20,Online,USD,19,109,41,2,526.18,375.84,1052.35,751.68,300.67
SO331,2/20/20,In-Store,USD,11,28,2,10,324.30,231.64,3242.97,2316.40,926.56
SO332,5/25/20,Wholesale,USD,11,82,23,2,386.70,276.22,773.41,552.43,220.97
SO333,2/11/20,Distributor,USD,3,4,43,7,169.61,121.15,1187.25,848.04,339.21
SO334,4/17/20,Online,USD,21,329,15,4,378.21,270.15,1512.84,1080.60,432.24
SO335,3/4/20,Online,USD,13,249,11,3,172.40,123.14,517.19,369.42,147.77
SO336,4/11/20,Wholesale,USD,18,164,23,4,250.03,178.59,1000.12,714.37,285.75
SO337,3/10/20,Distributor,USD,25,175,21,3,477.98,341.42,1433.95,1024.25,409.70
SO338,3/6/20,Wholesale,USD,8,120,14,10,384.26,274.47,3842.64,2744.74,1097.90
SO339,4/18/20,Distributor,USD,2,57,34,4,491.95,351.39,1967.79,1405.56,562.23
SO340,4/10/20,Online,USD,23,355,47,10,407.50,291.07,4075.03,2910.74,1164.29
SO341,1/12/20,Wholesale,USD,25,121,9,5,289.46,206.76,1447.29,1033.78,413.51
SO342,1/4/20,Online,USD,3,287,16,1,223.41,159.58,223.41,159.58,63.83
SO343,5/3/20,Online,USD,18,360,43,7,273.02,195.02,1911.17,1365.12,546.05
SO344,5/30/20,In-Store,USD,4,60,28,10,287.94,205.67,2879.43,2056.73,822.69
SO345,3/21/20,Online,USD,25,362,4,6,597.38,426.70,3584.27,2560.19,1024.08
SO346,4/3/20,In-Store,USD,21,125,1,6,579.18,413.70,3475.10,2482.22,992.89
SO347,3/1/20,Distributor,USD,16,363,12,10,502.37,358.84,5023.70,3588.36,1435.34
SO348,2/26/20,Wholesale,USD,14,124,40,1,344.19,245.85,344.19,245.85,98.34
SO349,2/2/20,Online,USD,14,36,41,8,325.04,232.17,2600.33,1857.38,742.95
SO350,2/23/20,Distributor,USD,4,127,12,2,329.25,235.18,658.49,470.35,188.14
SO351,1/18/20,Online,USD,18,77,43,10,570.28,407.34,5702.78,4073.41,1629.37
SO352,4/18/20,Wholesale,USD,9,84,43,9,307.42,219.59,2766.81,1976.29,790.52
SO353,5/24/20,Distributor,USD,7,6,32,7,560.71,400.51,3924.95,2803.54,1121.42
SO354,1/6/20,Online,USD,17,19,2,4,373.38,266.70,1493.51,1066.80,426.72
SO355,4/1/20,In-Store,USD,9,342,2,4,313.73,224.10,1254.93,896.38,358.55
SO356,5/14/20,Online,USD,26,284,12,5,572.75,409.11,2863.77,2045.55,818.22
SO357,4/22/20,Online,USD,13,182,32,9,400.87,286.34,3607.86,2577.04,1030.82
SO358,1/3/20,Distributor,USD,14,192,14,2,572.66,409.04,1145.32,818.09,327.23
SO359,5/12/20,Online,USD,2,16,46,10,180.80,129.15,1808.05,1291.46,516.59
SO360,4/17/20,Wholesale,USD,26,46,33,3,203.04,145.03,609.11,435.08,174.03
SO361,4/11/20,In-Store,USD,10,235,43,6,433.78,309.84,2602.66,1859.04,743.62
SO362,2/22/20,Distributor,USD,21,278,47,3,320.93,229.24,962.80,687.71,275.09
SO363,5/6/20,Wholesale,USD,22,221,38,1,518.28,370.20,518.28,370.20,148.08
SO364,2/5/20,In-Store,USD,3,336,32,5,568.96,406.40,2844.80,2032.00,812.80
SO365,1/19/20,Wholesale,USD,23,39,35,7,336.17,240.12,2353.22,1680.87,672.35
SO366,1/23/20,In-Store,USD,19,32,26,4,243.50,173.93,973.99,695.71,278.28
SO367,1/24/20,Wholesale,USD,1,246,16,2,483.58,345.41,967.16,690.83,276.33
SO368,2/10/20,Distributor,USD,4,286,34,5,597.37,426.69,2986.83,2133.45,853.38
SO369,2/8/20,Distributor,USD,12,207,2,3,603.34,430.96,1810.03,1292.88,517.15
SO370,2/14/20,Wholesale,USD,9,302,25,3,514.07,367.19,1542.21,1101.58,440.63
SO371,2/22/20,Distributor,USD,11,142,46,9,588.85,420.61,5299.63,3785.45,1514.18
SO372,1/19/20,In-Store,USD,11,40,13,10,160.83,114.88,1608.34,1148.82,459.53
SO373,4/14/20,Wholesale,USD,15,144,5,6,396.37,283.12,2378.19,1698.71,679.48
SO374,2/6/20,In-Store,USD,13,50,21,7,298.99,213.56,2092.93,1494.95,597.98
SO375,1/8/20,Online,USD,16,110,12,7,360.40,257.43,2522.80,1802.00,720.80
SO376,4/8/20,Wholesale,USD,24,28,32,3,586.51,418.93,1759.52,1256.80,502.72
SO377,3/8/20,In-Store,USD,21,234,22,7,524.62,374.73,3672.35,2623.10,1049.24
SO378,2/1/20,Online,USD,24,74,44,9,332.66,237.61,2993.94,2138.53,855.41
SO379,4/10/20,Online,USD,17,344,13,3,632.33,451.66,1896.98,1354.98,541.99
SO380,3/14/20,Distributor,USD,16,330,20,2,280.17,200.12,560.33,400.24,160.09
SO381,1/27/20,Online,USD,23,79,8,7,541.57,386.84,3791.01,2707.86,1083.15
SO382,3/28/20,Distributor,USD,13,219,9,6,608.26,434.47,3649.57,2606.84,1042.74
SO383,1/21/20,In-Store,USD,15,237,26,4,454.40,324.57,1817.59,1298.28,519.31
SO384,3/27/20,In-Store,USD,22,129,33,4,495.57,353.98,1982.27,1415.91,566.36
SO385,3/31/20,Wholesale,USD,8,130,11,4,474.77,339.12,1899.09,1356.49,542.60
SO386,3/15/20,In-Store,USD,5,339,26,8,197.71,141.22,1581.64,1129.75,451.90
SO387,1/12/20,Distributor,USD,23,244,7,10,638.20,455.86,6382.00,4558.57,1823.43
SO388,5/22/20,Wholesale,USD,4,197,8,1,207.01,147.87,207.01,147.87,59.15
SO389,2/1/20,In-Store,USD,25,117,13,7,176.12,125.80,1232.87,880.62,352.25
SO390,4/30/20,Wholesale,USD,17,265,18,9,202.83,144.88,1825.46,1303.90,521.56
SO391,1/7/20,Wholesale,USD,14,166,46,3,414.53,296.09,1243.59,888.28,355.31
SO392,4/15/20,Online,USD,9,329,43,9,626.18,447.27,5635.60,4025.43,1610.17
SO393,2/3/20,Online,USD,1,126,26,1,300.41,214.58,300.41,214.58,85.83
SO394,1/19/20,Wholesale,USD,13,217,13,3,318.85,227.75,956.56,683.26,273.30
SO395,1/23/20,Wholesale,USD,20,95,18,8,228.03,162.88,1824.24,1303.03,521.21
SO396,2/17/20,Online,USD,18,175,37,6,325.20,232.28,1951.18,1393.70,557.48
SO397,5/1/20,In-Store,USD,10,311,6,1,403.05,287.90,403.05,287.90,115.16
SO398,2/22/20,Online,USD,18,218,18,4,533.09,380.78,2132.37,1523.12,609.25
SO399,5/14/20,Online,USD,18,355,42,7,649.08,463.63,4543.58,3245.41,1298.16
SO400,1/21/20,In-Store,USD,11,165,40,1,504.98,360.70,504.98,360.70,144.28
SO401,3/11/20,Distributor,USD,20,322,13,3,169.12,120.80,507.35,362.39,144.96
SO402,1/26/20,In-Store,USD,5,326,6,7,443.89,317.07,3107.26,2219.47,887.79
SO403,1/31/20,In-Store,USD,17,59,21,2,408.95,292.11,817.90,584.22,233.69
SO404,1/23/20,Distributor,USD,14,321,10,6,368.81,263.43,2212.85,1580.61,632.24
SO405,5/9/20,Distributor,USD,18,304,13,9,266.59,190.42,2399.35,1713.82,685.53
SO406,1/4/20,In-Store,USD,20,229,45,10,207.85,148.47,2078.51,1484.65,593.86
SO407,5/3/20,Wholesale,USD,7,168,28,9,572.17,408.69,5149.52,3678.23,1471.29
SO408,5/27/20,Online,USD,23,261,1,4,637.14,455.10,2548.55,1820.39,728.16
SO409,4/3/20,In-Store,USD,8,136,16,6,318.91,227.79,1913.45,1366.75,546.70
SO410,2/8/20,Online,USD,6,29,31,7,610.25,435.90,4271.78,3051.27,1220.51
SO411,5/3/20,Online,USD,6,32,7,1,317.18,226.56,317.18,226.56,90.62
SO412,1/26/20,Wholesale,USD,7,34,32,1,173.70,124.07,173.70,124.07,49.63
SO413,4/11/20,Wholesale,USD,17,250,35,7,509.68,364.06,3567.79,2548.42,1019.37
SO414,3/7/20,Wholesale,USD,20,19,29,8,254.79,181.99,2038.32,1455.94,582.38
SO415,3/14/20,In-Store,USD,25,262,45,9,357.23,255.16,3215.08,2296.48,918.59
SO416,4/19/20,In-Store,USD,3,305,19,4,251.82,179.87,1007.27,719.48,287.79
SO417,4/1/20,In-Store,USD,3,320,17,10,306.76,219.12,3067.62,2191.16,876.46
SO418,1/15/20,In-Store,USD,17,185,25,5,393.50,281.07,1967.51,1405.36,562.14
SO419,2/23/20,Online,USD,23,190,1,1,474.51,338.94,474.51,338.94,135.57
SO420,5/3/20,In-Store,USD,4,70,47,7,428.99,306.42,3002.94,2144.95,857.98
SO421,3/6/20,Wholesale,USD,2,263,18,9,317.46,226.76,2857.18,2040.84,816.34
SO422,3/22/20,Wholesale,USD,26,163,13,7,362.98,259.27,2540.89,1814.92,725.97
SO423,3/27/20,Distributor,USD,13,194,39,6,185.54,132.53,1113.23,795.17,318.07
SO424,5/10/20,Distributor,USD,11,332,42,9,558.72,399.08,5028.44,3591.74,1436.70
SO425,3/16/20,In-Store,USD,22,213,6,9,261.11,186.51,2349.98,1678.56,671.42
SO426,5/31/20,Online,USD,1,30,47,6,159.85,114.18,959.08,685.06,274.02
SO427,3/6/20,In-Store,USD,8,72,41,10,533.81,381.29,5338.13,3812.95,1525.18
SO428,4/21/20,Wholesale,USD,16,160,14,3,422.57,301.83,1267.70,905.50,362.20
SO429,4/18/20,Wholesale,USD,1,234,21,4,573.78,409.84,2295.12,1639.37,655.75
SO430,1/12/20,Wholesale,USD,12,72,28,10,636.40,454.57,6364.04,4545.74,1818.30
SO431,2/9/20,Online,USD,5,81,27,4,496.69,354.78,1986.76,1419.12,567.65
SO432,2/18/20,Online,USD,13,181,41,2,489.53,349.67,979.07,699.33,279.73
SO433,5/31/20,Distributor,USD,21,120,1,3,631.33,450.95,1894.00,1352.86,541.14
SO434,2/19/20,Wholesale,USD,2,296,16,5,314.64,224.74,1573.20,1123.71,449.48
SO435,3/7/20,Distributor,USD,24,232,13,5,531.54,379.67,2657.69,1898.35,759.34
SO436,2/9/20,In-Store,USD,21,294,16,5,295.58,211.13,1477.90,1055.65,422.26
SO437,5/29/20,In-Store,USD,17,14,6,8,604.68,431.91,4837.41,3455.29,1382.12
SO438,1/26/20,Online,USD,17,11,31,8,341.40,243.86,2731.24,1950.88,780.35
SO439,4/26/20,Distributor,USD,6,43,28,9,235.11,167.94,2116.02,1511.44,604.58
SO440,5/29/20,Online,USD,2,38,31,3,455.49,325.35,1366.48,976.06,390.42
SO441,5/26/20,Distributor,USD,10,32,28,3,434.27,310.19,1302.81,930.58,372.23
SO442,1/5/20,Online,USD,2,93,21,4,550.87,393.48,2203.48,1573.92,629.57
SO443,1/4/20,Distributor,USD,13,221,3,5,637.21,455.15,3186.06,2275.76,910.30
SO444,5/24/20,In-Store,USD,2,166,6,1,290.95,207.82,290.95,207.82,83.13
SO445,1/17/20,Distributor,USD,7,330,45,4,432.91,309.22,1731.62,1236.87,494.75
SO446,4/20/20,In-Store,USD,20,183,15,5,161.24,115.17,806.18,575.84,230.34
SO447,5/1/20,Wholesale,USD,12,25,38,9,607.56,433.97,5468.04,3905.74,1562.30
SO448,1/30/20,Wholesale,USD,8,256,1,8,593.83,424.17,4750.67,3393.33,1357.33
SO449,5/14/20,Wholesale,USD,16,175,47,6,510.71,364.79,3064.26,2188.76,875.50
SO450,1/21/20,Wholesale,USD,8,28,14,8,600.67,429.05,4805.38,3432.41,1372.97
SO451,3/31/20,Online,USD,12,237,39,7,401.94,287.10,2813.61,2009.72,803.89
SO452,1/9/20,Wholesale,USD,14,99,14,7,502.85,359.18,3519.93,2514.23,1005.69
SO453,5/4/20,Wholesale,USD,6,35,17,9,527.42,376.73,4746.79,3390.57,1356.23
SO454,1/4/20,Online,USD,9,175,35,4,442.54,316.10,1770.14,1264.39,505.76
SO455,1/17/20,In-Store,USD,17,343,7,5,323.61,231.15,1618.07,1155.76,462.31
SO456,2/5/20,Distributor,USD,6,69,32,2,517.30,369.50,1034.61,739.01,295.60
SO457,2/29/20,In-Store,USD,18,93,26,10,268.90,192.07,2688.96,1920.69,768.28
SO458,2/7/20,Online,USD,19,186,20,3,485.82,347.01,1457.45,1041.03,416.41
SO459,5/8/20,Distributor,USD,16,211,22,10,511.92,365.65,5119.16,3656.54,1462.62
SO460,1/4/20,In-Store,USD,11,121,38,9,626.23,447.31,5636.07,4025.76,1610.31
SO461,2/11/20,In-Store,USD,6,326,7,10,550.88,393.49,5508.80,3934.86,1573.94
SO462,1/19/20,Online,USD,22,249,46,10,443.84,317.03,4438.36,3170.26,1268.10
SO463,5/22/20,Online,USD,4,33,1,1,355.19,253.70,355.19,253.70,101.48
SO464,5/8/20,Distributor,USD,12,346,39,7,566.68,404.77,3966.73,2833.38,1133.35
SO465,4/25/20,Online,USD,12,299,11,2,440.02,314.30,880.05,628.60,251.44
SO466,1/9/20,Online,USD,9,313,22,9,267.21,190.87,2404.92,1717.80,687.12
SO467,2/3/20,Wholesale,USD,10,351,28,10,533.89,381.35,5338.89,3813.50,1525.40
SO468,1/2/20,Online,USD,19,152,9,1,207.31,148.08,207.31,148.08,59.23
SO469,3/15/20,Online,USD,23,159,4,8,612.14,437.24,4897.14,3497.95,1399.18
SO470,3/8/20,Online,USD,25,50,17,9,590.06,421.47,5310.50,3793.21,1517.29
SO471,3/25/20,Wholesale,USD,6,342,43,3,179.01,127.87,537.04,383.60,153.44
SO472,4/20/20,Online,USD,14,104,28,10,558.23,398.74,5582.31,3987.36,1594.95
SO473,2/29/20,Distributor,USD,24,255,7,7,322.74,230.53,2259.18,1613.70,645.48
SO474,5/4/20,Distributor,USD,18,1,28,3,295.42,211.01,886.25,633.04,253.22
SO475,3/6/20,Online,USD,17,232,6,8,167.71,119.79,1341.65,958.32,383.33
SO476,2/26/20,Wholesale,USD,15,187,14,9,397.06,283.62,3573.56,2552.55,1021.02
SO477,5/15/20,Distributor,USD,4,103,11,10,514.77,367.69,5147.70,3676.93,1470.77
SO478,2/4/20,Distributor,USD,6,261,3,5,218.01,155.72,1090.03,778.59,311.44
SO479,4/24/20,In-Store,USD,20,135,36,1,532.17,380.12,532.17,380.12,152.05
SO480,1/4/20,Distributor,USD,9,361,27,6,535.27,382.33,3211.61,2294.01,917.60
SO481,2/23/20,Distributor,USD,18,27,1,9,538.65,384.75,4847.84,3462.74,1385.10
SO482,5/13/20,Online,USD,12,338,5,8,459.12,327.95,3673.00,2623.57,1049.43
SO483,5/25/20,Wholesale,USD,22,76,34,1,498.78,356.27,498.78,356.27,142.51
SO484,1/29/20,Online,USD,23,110,27,7,193.74,138.38,1356.15,968.68,387.47
SO485,4/29/20,Distributor,USD,23,315,30,1,508.53,363.23,508.53,363.23,145.29
SO486,1/6/20,Wholesale,USD,14,220,28,8,331.89,237.06,2655.11,1896.50,758.60
SO487,2/18/20,Online,USD,16,118,28,6,155.54,111.10,933.21,666.58,266.63
SO488,5/8/20,Online,USD,21,283,14,9,517.60,369.72,4658.44,3327.45,1330.98
SO489,5/5/20,In-Store,USD,12,100,34,2,276.81,197.72,553.61,395.44,158.17
SO490,1/23/20,Online,USD,22,56,41,8,435.67,311.19,3485.34,2489.53,995.81
SO491,3/23/20,Wholesale,USD,22,201,15,8,240.62,171.87,1924.95,1374.97,549.99
SO492,4/17/20,Wholesale,USD,18,250,37,10,200.34,143.10,2003.40,1431.00,572.40
SO493,5/14/20,Distributor,USD,11,367,30,2,537.89,384.21,1075.78,768.41,307.37
SO494,2/10/20,Distributor,USD,15,301,13,3,346.80,247.71,1040.39,743.13,297.25
SO495,3/28/20,Online,USD,5,85,42,4,553.35,395.25,2213.39,1580.99,632.40
SO496,4/22/20,Distributor,USD,9,303,35,7,251.07,179.33,1757.47,1255.34,502.14
SO497,4/9/20,Wholesale,USD,18,90,38,8,550.22,393.01,4401.74,3144.10,1257.64
SO498,4/6/20,Wholesale,USD,6,116,37,4,442.52,316.09,1770.08,1264.35,505.74
SO499,4/16/20,In-Store,USD,6,107,28,8,494.29,353.06,3954.30,2824.50,1129.80
SO500,5/18/20,Distributor,USD,21,91,14,10,370.15,264.39,3701.49,2643.92,1057.57
SO501,4/27/20,Online,USD,21,154,25,1,492.52,351.80,492.52,351.80,140.72
SO502,4/7/20,In-Store,USD,12,264,38,10,343.21,245.15,3432.11,2451.50,980.60
SO503,5/9/20,Online,USD,22,204,9,9,231.65,165.47,2084.87,1489.19,595.68
SO504,2/3/20,Distributor,USD,7,102,42,6,460.01,328.58,2760.04,1971.45,788.58
SO505,5/2/20,Online,USD,23,36,43,7,438.35,313.11,3068.43,2191.74,876.69
SO506,5/17/20,Online,USD,10,225,18,5,485.80,347.00,2429.01,1735.01,694.00
SO507,1/31/20,Wholesale,USD,21,124,25,1,489.94,349.96,489.94,349.96,139.98
SO508,5/26/20,Wholesale,USD,6,291,34,1,257.20,183.72,257.20,183.72,73.49
SO509,3/6/20,Distributor,USD,18,83,47,9,457.81,327.00,4120.26,2943.04,1177.22
SO510,4/17/20,Distributor,USD,25,174,30,7,315.51,225.36,2208.55,1577.53,631.01
SO511,5/30/20,Distributor,USD,13,97,23,3,459.83,328.45,1379.49,985.35,394.14
SO512,2/6/20,In-Store,USD,8,264,5,10,592.78,423.41,5927.80,4234.15,1693.66
SO513,5/16/20,In-Store,USD,6,209,16,10,343.61,245.43,3436.08,2454.34,981.74
SO514,4/3/20,Online,USD,10,118,13,10,610.77,436.26,6107.65,4362.61,1745.04
SO515,3/30/20,In-Store,USD,4,130,41,4,342.31,244.51,1369.24,978.03,391.21
SO516,4/22/20,In-Store,USD,17,300,18,4,268.82,192.01,1075.26,768.04,307.22
SO517,4/22/20,Online,USD,12,153,28,9,464.32,331.65,4178.85,2984.89,1193.96
SO518,2/24/20,Distributor,USD,8,217,28,6,422.45,301.75,2534.69,1810.49,724.20
SO519,5/10/20,Distributor,USD,2,127,40,8,511.09,365.06,4088.68,2920.49,1168.20
SO520,4/20/20,Wholesale,USD,5,252,36,10,575.27,410.91,5752.69,4109.06,1643.62
SO521,4/15/20,In-Store,USD,2,198,26,5,237.87,169.91,1189.34,849.53,339.81
SO522,5/30/20,Online,USD,19,109,27,4,150.31,107.36,601.24,429.45,171.78
SO523,4/12/20,In-Store,USD,6,101,27,8,299.21,213.72,2393.64,1709.74,683.90
SO524,2/19/20,Online,USD,24,11,37,2,413.05,295.04,826.11,590.08,236.03
SO525,5/25/20,Distributor,USD,24,140,13,5,237.34,169.53,1186.68,847.63,339.05
SO526,2/13/20,Distributor,USD,13,147,15,5,235.69,168.35,1178.45,841.75,336.70
SO527,5/5/20,Distributor,USD,1,110,41,9,417.96,298.54,3761.62,2686.87,1074.75
SO528,1/6/20,Online,USD,4,64,32,2,560.36,400.26,1120.73,800.52,320.21
SO529,3/29/20,Wholesale,USD,9,195,29,10,413.95,295.68,4139.49,2956.78,1182.71
SO530,2/22/20,Wholesale,USD,26,173,28,1,480.47,343.19,480.47,343.19,137.28
SO531,1/5/20,Distributor,USD,15,291,20,1,491.01,350.72,491.01,350.72,140.29
SO532,3/16/20,Online,USD,17,305,8,7,549.26,392.33,3844.79,2746.28,1098.51
SO533,2/6/20,Distributor,USD,22,148,41,2,449.35,320.97,898.70,641.93,256.77
SO534,3/21/20,In-Store,USD,24,207,37,9,493.28,352.34,4439.48,3171.06,1268.42
SO535,2/14/20,In-Store,USD,21,238,4,3,220.81,157.72,662.43,473.16,189.26
SO536,3/16/20,In-Store,USD,8,45,27,2,176.47,126.05,352.95,252.11,100.84
SO537,1/17/20,Wholesale,USD,4,76,36,3,233.12,166.52,699.37,499.55,199.82
SO538,3/27/20,Wholesale,USD,12,133,5,5,260.93,186.38,1304.64,931.88,372.75
SO539,3/15/20,Online,USD,3,321,20,5,179.20,128.00,895.99,639.99,256.00
SO540,2/7/20,Distributor,USD,17,307,44,10,638.53,456.09,6385.29,4560.92,1824.37
SO541,1/20/20,Wholesale,USD,8,53,30,7,465.55,332.53,3258.83,2327.74,931.09
SO542,5/26/20,In-Store,USD,19,209,39,8,344.14,245.82,2753.16,1966.54,786.62
SO543,1/26/20,Wholesale,USD,9,154,29,1,218.33,155.95,218.33,155.95,62.38
SO544,5/13/20,Online,USD,5,344,32,9,281.02,200.73,2529.22,1806.59,722.63
SO545,3/8/20,In-Store,USD,6,319,41,7,379.62,271.16,2657.34,1898.10,759.24
SO546,4/4/20,Distributor,USD,10,204,2,6,194.50,138.93,1167.00,833.57,333.43
SO547,4/10/20,Wholesale,USD,15,91,19,7,511.80,365.57,3582.63,2559.02,1023.61
SO548,2/7/20,Wholesale,USD,10,130,11,10,493.24,352.31,4932.40,3523.15,1409.26
SO549,1/12/20,Distributor,USD,8,64,32,7,598.32,427.37,4188.22,2991.59,1196.63
SO550,4/26/20,In-Store,USD,11,86,25,6,604.62,431.87,3627.73,2591.23,1036.49
SO551,2/27/20,Distributor,USD,18,245,27,5,216.04,154.32,1080.22,771.59,308.64
SO552,5/18/20,Wholesale,USD,11,355,7,5,204.95,146.40,1024.77,731.98,292.79
SO553,5/17/20,In-Store,USD,11,353,44,8,606.12,432.94,4848.93,3463.52,1385.41
SO554,1/8/20,Wholesale,USD,15,81,41,3,271.65,194.03,814.94,582.10,232.84
SO555,3/3/20,In-Store,USD,21,333,18,9,264.95,189.25,2384.59,1703.28,681.31
SO556,3/2/20,Online,USD,16,331,17,10,528.53,377.52,5285.26,3775.19,1510.08
SO557,5/14/20,Distributor,USD,6,162,24,3,353.75,252.68,1061.26,758.05,303.22
SO558,5/26/20,Wholesale,USD,9,75,40,6,501.92,358.52,3011.54,2151.10,860.44
SO559,2/23/20,In-Store,USD,8,350,27,3,277.80,198.43,833.39,595.28,238.11
SO560,4/27/20,In-Store,USD,24,7,29,3,508.22,363.01,1524.66,1089.04,435.62
SO561,3/11/20,Distributor,USD,9,210,28,9,485.25,346.61,4367.23,3119.45,1247.78
SO562,3/13/20,Online,USD,26,222,7,4,521.97,372.83,2087.87,1491.33,596.53
SO563,2/26/20,Online,USD,15,226,10,10,602.35,430.25,6023.46,4302.47,1720.99
SO564,2/16/20,Distributor,USD,19,257,17,7,509.79,364.13,3568.51,2548.94,1019.58
SO565,2/14/20,Distributor,USD,9,289,25,5,185.16,132.25,925.78,661.27,264.51
SO566,5/17/20,Online,USD,4,166,5,4,429.66,306.90,1718.63,1227.59,491.04
SO567,3/25/20,Online,USD,18,316,12,1,475.27,339.48,475.27,339.48,135.79
SO568,3/31/20,In-Store,USD,18,312,31,6,224.29,160.21,1345.76,961.25,384.50
SO569,2/1/20,Online,USD,15,339,31,2,161.10,115.07,322.20,230.14,92.06
SO570,1/15/20,Distributor,USD,4,195,1,4,262.70,187.64,1050.81,750.58,300.23
SO571,3/9/20,Wholesale,USD,21,146,46,2,315.76,225.54,631.52,451.08,180.43
SO572,4/24/20,Distributor,USD,8,62,23,3,304.19,217.28,912.57,651.84,260.73
SO573,3/1/20,Distributor,USD,10,163,27,6,240.52,171.80,1443.15,1030.82,412.33
SO574,4/26/20,Wholesale,USD,9,285,19,5,194.33,138.80,971.63,694.02,277.61
SO575,5/24/20,Online,USD,24,179,38,1,637.45,455.32,637.45,455.32,182.13
SO576,5/27/20,Wholesale,USD,3,246,13,4,617.66,441.18,2470.63,1764.74,705.89
SO577,5/14/20,Distributor,USD,13,323,25,9,599.71,428.37,5397.42,3855.30,1542.12
SO578,1/29/20,Distributor,USD,18,333,33,9,353.23,252.31,3179.11,2270.79,908.32
SO579,2/18/20,Distributor,USD,6,15,24,3,584.55,417.53,1753.64,1252.60,501.04
SO580,2/6/20,In-Store,USD,17,160,30,3,632.17,451.55,1896.50,1354.64,541.86
SO581,1/31/20,Wholesale,USD,22,197,13,9,613.06,437.90,5517.55,3941.11,1576.44
SO582,1/8/20,In-Store,USD,19,114,8,6,267.81,191.30,1606.88,1147.77,459.11
SO583,3/22/20,In-Store,USD,2,345,18,5,601.19,429.42,3005.97,2147.12,858.85
SO584,3/6/20,Wholesale,USD,13,237,21,5,424.32,303.09,2121.60,1515.43,606.17
SO585,2/26/20,Wholesale,USD,12,165,38,9,332.58,237.56,2993.22,2138.01,855.21
SO586,4/2/20,In-Store,USD,18,76,46,8,439.58,313.99,3516.68,2511.91,1004.76
